BSE/BOM500108,Mahanagar Telephone Nigam Ltd. EOD Prices
BSE/BOM500109,Mangalore Refinery & Petrochemicals Ltd. EOD Prices
BSE/BOM500110,Chennai Petroleum Corporation Ltd. EOD Prices
BSE/BOM500111,Reliance Capital Ltd. EOD Prices
BSE/BOM500112,State Bank Of India EOD Prices
BSE/BOM500113,Steel Authority Of India Ltd. EOD Prices
BSE/BOM500114,Titan Company Limited EOD Prices
BSE/BOM500116,Idbi Bank Ltd. EOD Prices
BSE/BOM500117,Dcw Ltd. EOD Prices
BSE/BOM500119,Dhampur Sugar Mills Ltd. EOD Prices
BSE/BOM500120,Diamines & Chemicals Ltd.-$ EOD Prices
BSE/BOM500123,Elantas Beck India Ltd.-$ EOD Prices
BSE/BOM500124,Dr.reddy's Laboratories Ltd. EOD Prices
BSE/BOM500125,E.i.d.-parry (india) Ltd. EOD Prices
BSE/BOM500126,Merck Ltd. EOD Prices
BSE/BOM500128,Electrosteel Castings Ltd. EOD Prices
BSE/BOM500132,Empee Sugars & Chemicals Ltd. EOD Prices
BSE/BOM500133,Esab India Ltd. EOD Prices
BSE/BOM500134,Essar Oil Ltd. EOD Prices
BSE/BOM500135,Essel Propack Ltd. EOD Prices
BSE/BOM500136,Ester Industries Ltd. EOD Prices
BSE/BOM500139,Fedders Electric And Engineering Ltd EOD Prices
BSE/BOM500141,Ferro Alloys Corporation Ltd. EOD Prices
BSE/BOM500142,Fgp Ltd. EOD Prices
BSE/BOM500143,Ph Capital Ltd. EOD Prices
BSE/BOM500144,Finolex Cables Ltd. EOD Prices
BSE/BOM500145,First Leasing Co.of India Ltd. EOD Prices
BSE/BOM500147,Cmi Fpe Ltd.-$ EOD Prices
BSE/BOM500148,Uflex Ltd. EOD Prices
BSE/BOM500150,Foseco India Ltd. EOD Prices
BSE/BOM500151,Golden Tobacco Ltd. EOD Prices
BSE/BOM500153,Ganesh Benzoplast Ltd. EOD Prices
BSE/BOM500155,Garden Silk Mills Ltd. EOD Prices
BSE/BOM500159,Metroglobal Limited EOD Prices
BSE/BOM500160,Gtl Ltd. EOD Prices
BSE/BOM500162,Parrys Sugar Industries Ltd. EOD Prices
BSE/BOM500163,Godfrey Phillips India Ltd. EOD Prices
BSE/BOM500164,Godrej Industries Ltd. EOD Prices
BSE/BOM500165,Kansai Nerolac Paints Ltd. EOD Prices
BSE/BOM500166,Goodricke Group Ltd. EOD Prices
BSE/BOM500168,Goodyear India Ltd. EOD Prices
BSE/BOM500170,Gtn Industries Ltd. EOD Prices
BSE/BOM500171,Ghcl Ltd. EOD Prices
BSE/BOM500173,Gujarat Fluorochemicals Ltd. EOD Prices
BSE/BOM500174,Gujarat Lease Financing Ltd. EOD Prices
BSE/BOM500179,Hcl Infosystems Ltd. EOD Prices
BSE/BOM500180,Hdfc Bank Ltd EOD Prices
BSE/BOM500182,Hero Motocorp Ltd. EOD Prices
BSE/BOM500183,Himachal Futuristic Communications Ltd. EOD Prices
BSE/BOM500184,Himadri Speciality Chemical Ltd EOD Prices
BSE/BOM500185,Hindustan Construction Co.ltd. EOD Prices
BSE/BOM500186,Hindustan Oil Exploration Co.ltd. EOD Prices
BSE/BOM500187,Hsil Ltd. EOD Prices
BSE/BOM500188,Hindustan Zinc Ltd. EOD Prices
BSE/BOM500189,Hinduja Ventures Ltd. EOD Prices
BSE/BOM500191,Hmt Ltd. EOD Prices
BSE/BOM500192,Prag Bosimi Synthetics Ltd. EOD Prices
BSE/BOM500193,Hotel Leelaventure Ltd. EOD Prices
BSE/BOM500199,I G Petrochemicals Ltd. EOD Prices
BSE/BOM500201,India Glycols Ltd. EOD Prices
BSE/BOM500202,India Lease Development Ltd. EOD Prices
BSE/BOM500206,Margo Finance Limited EOD Prices
BSE/BOM500207,Indo Rama Synthetics (india) Ltd. EOD Prices
BSE/BOM500209,Infosys Ltd. EOD Prices
BSE/BOM500210,Ingersoll-rand (india) Ltd. EOD Prices
BSE/BOM500211,Insilco Ltd. EOD Prices
BSE/BOM500212,Integrated Financial Services Ltd. EOD Prices
BSE/BOM500213,International Travel House Ltd.-$ EOD Prices
BSE/BOM500214,Ion Exchange (india) Ltd.-$ EOD Prices
BSE/BOM500215,Agro Tech Foods Ltd. EOD Prices
BSE/BOM500219,Jain Irrigation Systems Ltd. EOD Prices
BSE/BOM500220,Jasch Industries Ltd. EOD Prices
BSE/BOM500222,Jct Electronics Ltd. EOD Prices
BSE/BOM500223,Jct Ltd. EOD Prices
BSE/BOM500227,Jindal Poly Films Ltd. EOD Prices
BSE/BOM500228,Jsw Steel Ltd. EOD Prices
BSE/BOM500231,Umang Dairies Ltd. EOD Prices
BSE/BOM500233,Kajaria Ceramics Ltd. EOD Prices
BSE/BOM500234,Kakatiya Cement Sugar & Industries Ltd. EOD Prices
BSE/BOM500235,Kalyani Steels Ltd. EOD Prices
BSE/BOM500236,Kanel Industries Limited EOD Prices
BSE/BOM500238,Whirlpool Of India Ltd. EOD Prices
BSE/BOM500239,Kg Denim Ltd. EOD Prices
BSE/BOM500240,Kinetic Engineering Ltd. EOD Prices
BSE/BOM500241,Kirloskar Brothers Ltd.-$ EOD Prices
BSE/BOM500243,Kirloskar Industries Ltd EOD Prices
BSE/BOM500245,Kirloskar Ferrous Industries Ltd. EOD Prices
BSE/BOM500246,Envair Electrodyne Ltd. EOD Prices
BSE/BOM500247,Kotak Mahindra Bank Ltd. EOD Prices
BSE/BOM500248,Mavi Industries Ltd. EOD Prices
BSE/BOM500249,Ksb Pumps Ltd. EOD Prices
BSE/BOM500250,L.g.balakrishnan & Bros.ltd. EOD Prices
BSE/BOM500251,Trent Ltd. EOD Prices
BSE/BOM500252,Lakshmi Machine Works Ltd. EOD Prices
BSE/BOM500253,Lic Housing Finance Ltd. EOD Prices
BSE/BOM500254,Uttam Value Steels Ltd. EOD Prices
BSE/BOM500255,Lml Ltd. EOD Prices
BSE/BOM500256,Lok Housing & Constructions Ltd.-$ EOD Prices
BSE/BOM500257,Lupin Ltd. EOD Prices
BSE/BOM500259,Lyka Labs Ltd. EOD Prices
BSE/BOM500260,The Ramco Cements Limited EOD Prices
BSE/BOM500264,Mafatlal Industries Ltd.-$ EOD Prices
BSE/BOM500265,Maharashtra Seamless Ltd. EOD Prices
BSE/BOM500266,Maharashtra Scooters Ltd. EOD Prices
BSE/BOM500267,Majestic Auto Ltd.-$ EOD Prices
BSE/BOM500268,Manali Petrochemical Ltd. EOD Prices
BSE/BOM500271,Max Financial Services Ltd EOD Prices
BSE/BOM500277,Mid India Industries Ltd. EOD Prices
BSE/BOM500279,Mirc Electronics Ltd. EOD Prices
BSE/BOM500280,Century Enka Ltd. EOD Prices
BSE/BOM500284,Lords Chloro Alkali Ltd. EOD Prices
BSE/BOM500285,Spicejet Ltd. EOD Prices
BSE/BOM500288,Morepen Laboratories Ltd. EOD Prices
BSE/BOM500290,Mrf Ltd. EOD Prices
BSE/BOM500292,Heidelbergcement India Ltd. EOD Prices
BSE/BOM500294,Ncc Limited EOD Prices
BSE/BOM500295,Vedanta Limited EOD Prices
BSE/BOM500296,Nahar Spinning Mills Ltd. EOD Prices
BSE/BOM500298,National Peroxide Ltd. EOD Prices
BSE/BOM500300,Grasim Industries Ltd. EOD Prices
BSE/BOM500301,Nepc India Ltd. EOD Prices
BSE/BOM500302,Piramal Enterprises Ltd. EOD Prices
BSE/BOM500303,Aditya Birla Nuvo Ltd. EOD Prices
BSE/BOM500304,Niit Ltd. EOD Prices
BSE/BOM500306,Jaykay Enterprises Ltd. EOD Prices
BSE/BOM500307,Nirlon Ltd. EOD Prices
BSE/BOM500310,Novopan Industries Ltd. EOD Prices
BSE/BOM500312,Oil And Natural Gas Corporation Ltd. EOD Prices
BSE/BOM500313,Oil Country Tubular Ltd. EOD Prices
BSE/BOM500314,Oriental Hotels Ltd. EOD Prices
BSE/BOM500315,Oriental Bank Of Commerce EOD Prices
BSE/BOM500317,Oswal Agro Mills Ltd. EOD Prices
BSE/BOM500318,Oswal Spinning & Weaving Mills Ltd. EOD Prices
BSE/BOM500319,Indian Sucrose Ltd. EOD Prices
BSE/BOM500322,Panyam Cements & Mineral Industries Ltd. EOD Prices
BSE/BOM500325,Reliance Industries Ltd. EOD Prices
BSE/BOM500327,Pil Italica Lifestyle Ltd EOD Prices
BSE/BOM500329,Pentamedia Graphics Ltd. EOD Prices
BSE/BOM500330,Raymond Ltd. EOD Prices
BSE/BOM500331,Pidilite Industries Ltd. EOD Prices
BSE/BOM500333,Pix Transmissions Ltd. EOD Prices
BSE/BOM500335,Birla Corporation Ltd. EOD Prices
BSE/BOM500336,Surya Roshni Ltd. EOD Prices
BSE/BOM500337,Prime Securities Ltd. EOD Prices
BSE/BOM500338,Prism Cement Ltd. EOD Prices
BSE/BOM500339,Rain Industries Ltd EOD Prices
BSE/BOM500343,Pudumjee Pulp & Paper Mills Ltd. EOD Prices
BSE/BOM500346,Punjab Communications Ltd.-$ EOD Prices
BSE/BOM500350,Rswm Ltd. EOD Prices
BSE/BOM500354,Rajshree Sugars & Chemicals Ltd. EOD Prices
BSE/BOM500355,Rallis India Ltd. EOD Prices
BSE/BOM500356,Shree Rama Newsprint Ltd. EOD Prices
BSE/BOM500357,Rama Paper Mills Ltd. EOD Prices
BSE/BOM500358,Rama Petrochemicals Ltd. EOD Prices
BSE/BOM500359,Ranbaxy Laboratories Ltd. EOD Prices
BSE/BOM500360,Rapicut Carbides Ltd. EOD Prices
BSE/BOM500365,Rmg Alloy Steel Limited EOD Prices
BSE/BOM500366,Rolta India Ltd. EOD Prices
BSE/BOM500367,Rubfila International Ltd. EOD Prices
BSE/BOM500368,Ruchi Soya Industries Ltd. EOD Prices
BSE/BOM500370,Salora International Ltd. EOD Prices
BSE/BOM500371,Samtel India Ltd.-$ EOD Prices
BSE/BOM500372,Samtel Color Ltd. EOD Prices
BSE/BOM500378,Jindal Saw Ltd. EOD Prices
BSE/BOM500380,Jk Lakshmi Cement Ltd. EOD Prices
BSE/BOM500387,Shree Cement Ltd. EOD Prices
BSE/BOM500388,Shree Krishna Paper Mills & Industries Ltd. EOD Prices
BSE/BOM500390,Reliance Infrastructure Ltd. EOD Prices
BSE/BOM500399,Steelco Gujarat Ltd. EOD Prices
BSE/BOM500400,Tata Power Co.ltd. EOD Prices
BSE/BOM500402,Spml Infra Limited EOD Prices
BSE/BOM500403,Sundram Fasteners Ltd. EOD Prices
BSE/BOM500404,Sunflag Iron & Steel Co.ltd. EOD Prices
BSE/BOM500405,Supreme Petrochem Ltd. EOD Prices
BSE/BOM500407,Swaraj Engines Ltd. EOD Prices
BSE/BOM500408,Tata Elxsi Ltd. EOD Prices
BSE/BOM500410,Acc Ltd. EOD Prices
BSE/BOM500411,Thermax Ltd. EOD Prices
BSE/BOM500412,Thirumalai Chemicals Ltd. EOD Prices
BSE/BOM500413,Thomas Cook (india) Ltd. EOD Prices
BSE/BOM500414,Timex Group India Ltd.-$ EOD Prices
BSE/BOM500418,Tokyo Plast International Ltd. EOD Prices
BSE/BOM500420,Torrent Pharmaceuticals Ltd. EOD Prices
BSE/BOM500422,Transchem Ltd.-$ EOD Prices
BSE/BOM500425,Ambuja Cements Ltd. EOD Prices
BSE/BOM500426,Utl Industries Limited EOD Prices
BSE/BOM500429,Uniphos Enterprises Ltd. EOD Prices
BSE/BOM500439,Vardhman Holdings Ltd. EOD Prices
BSE/BOM500440,Hindalco Industries Ltd. EOD Prices
BSE/BOM500444,West Coast Paper Mills Ltd. EOD Prices
BSE/BOM500449,Hindustan Organic Chemicals Ltd. EOD Prices
BSE/BOM500450,Mpil Corporation Ltd. EOD Prices
BSE/BOM500456,Pasupati Acrylon Ltd. EOD Prices
BSE/BOM500458,Kore Foods Ltd EOD Prices
BSE/BOM500459,Procter & Gamble Hygiene & Health Care Ltd. EOD Prices
BSE/BOM500460,Mukand Ltd. EOD Prices
BSE/BOM500463,Agc Networks Limited EOD Prices
BSE/BOM500464,Ucal Fuel Systems Ltd. EOD Prices
BSE/BOM500465,Varun Shipping Co.ltd. EOD Prices
BSE/BOM500467,Harrisons Malayalam Ltd. EOD Prices
BSE/BOM500469,Federal Bank Ltd. EOD Prices
BSE/BOM500470,Tata Steel Ltd. EOD Prices
BSE/BOM500472,Skf India Ltd EOD Prices
BSE/BOM500477,Ashok Leyland Ltd. EOD Prices
BSE/BOM500480,Cummins India Ltd. EOD Prices
BSE/BOM500483,Tata Communications Ltd. EOD Prices
BSE/BOM500488,Abbott India Ltd. EOD Prices
BSE/BOM500490,Bajaj Holdings & Investment Ltd. EOD Prices
BSE/BOM500493,Bharat Forge Ltd. EOD Prices
BSE/BOM500495,Escorts Ltd. EOD Prices
BSE/BOM500500,Hindustan Motors Ltd. EOD Prices
BSE/BOM500510,Larsen & Toubro Ltd. EOD Prices
BSE/BOM500520,Mahindra & Mahindra Ltd. EOD Prices
BSE/BOM500530,Bosch Ltd. EOD Prices
BSE/BOM500540,Premier Ltd. EOD Prices
BSE/BOM500547,Bharat Petroleum Corporation Ltd. EOD Prices
BSE/BOM500550,Siemens Ltd. EOD Prices
BSE/BOM500570,Tata Motors Ltd. EOD Prices
BSE/BOM500575,Voltas Ltd. EOD Prices
BSE/BOM500620,Great Eastern Shipping Co.ltd. EOD Prices
BSE/BOM500630,Essar Ports Ltd. EOD Prices
BSE/BOM500645,Deepak Fertilisers & Petrochemicals Corporation Ltd. EOD Prices
BSE/BOM500650,Excel Industries Ltd. EOD Prices
BSE/BOM500655,Garware Polyester Ltd. EOD Prices
BSE/BOM500660,Glaxosmithkline Pharmaceuticals Ltd. EOD Prices
BSE/BOM500670,Gujarat Narmada Valley Fertilizers & Chemicals Ltd. EOD Prices
BSE/BOM500672,Novartis India Ltd. EOD Prices
BSE/BOM500674,Sanofi India Ltd EOD Prices
BSE/BOM500676,Glaxosmithkline Consumer Healthcare Ltd. EOD Prices
BSE/BOM500680,Pfizer Ltd. EOD Prices
BSE/BOM500690,Gujarat State Fertilizers & Chemicals Ltd. EOD Prices
BSE/BOM500696,Hindustan Unilever Ltd. EOD Prices
BSE/BOM500710,Akzo Nobel India Limited EOD Prices
BSE/BOM500730,Nocil Ltd. EOD Prices
BSE/BOM500770,Tata Chemicals Ltd. EOD Prices
BSE/BOM500777,Tamilnadu Petroproducts Ltd. EOD Prices
BSE/BOM500780,Zuari Global Ltd. EOD Prices
BSE/BOM500790,Nestle India Ltd. EOD Prices
BSE/BOM500800,Tata Global Beverages Limited EOD Prices
BSE/BOM500820,Asian Paints Ltd. EOD Prices
BSE/BOM500825,Britannia Industries Ltd. EOD Prices
BSE/BOM500830,Colgate-palmolive (india) Ltd. EOD Prices
BSE/BOM500840,Eih Ltd. EOD Prices
BSE/BOM500850,Indian Hotels Co.ltd. EOD Prices
BSE/BOM500870,Castrol India Ltd. EOD Prices
BSE/BOM500875,Itc Ltd. EOD Prices
BSE/BOM500877,Apollo Tyres Ltd. EOD Prices
BSE/BOM500878,Ceat Ltd. EOD Prices
BSE/BOM500890,Modi Rubber Ltd. EOD Prices
BSE/BOM500940,Finolex Industries Ltd. EOD Prices
BSE/BOM500945,Value Industries Ltd. EOD Prices
BSE/BOM501061,State Bank Of Bikaner & Jaipur EOD Prices
BSE/BOM501110,Sunrise Industrial Traders Ltd. EOD Prices
BSE/BOM501111,Gold Rock Investments Ltd. EOD Prices
BSE/BOM501148,Dalal Street Investments Ltd. EOD Prices
BSE/BOM501150,Centrum Capital Ltd. EOD Prices
BSE/BOM501151,Kartik Investments Trust Ltd. EOD Prices
BSE/BOM501154,Rose Investments Ltd. EOD Prices
BSE/BOM501179,Oscar Investments Ltd. EOD Prices
BSE/BOM501209,Maestros Mediline Systems Ltd.-$ EOD Prices
BSE/BOM501233,Bhagyodaya Infrastructure Development Ltd EOD Prices
BSE/BOM501242,Tci Finance Ltd. EOD Prices
BSE/BOM501261,Kratos Energy & Infrastructure Ltd. EOD Prices
BSE/BOM501267,Shree Rani Sati Investment & Finance Ltd. EOD Prices
BSE/BOM501295,Industrial Investment Trust Ltd. EOD Prices
BSE/BOM501298,Industrial & Prudential Investments Co.ltd. EOD Prices
BSE/BOM501301,Tata Investment Corporation Ltd. EOD Prices
BSE/BOM501311,Jayabharat Credit Ltd.-$ EOD Prices
BSE/BOM501343,Motor & General Finance Ltd. EOD Prices
BSE/BOM501351,Rapid Investments Ltd. EOD Prices
BSE/BOM501368,Gujarat Organics Ltd. EOD Prices
BSE/BOM501370,Walchand Peoplefirst Ltd. EOD Prices
BSE/BOM501386,Swastik Safe Deposit & Investments Ltd. EOD Prices
BSE/BOM501391,W.h.brady & Co.ltd. EOD Prices
BSE/BOM501421,Technvision Ventures Ltd. EOD Prices
BSE/BOM501423,Shaily Engineering Plastics Ltd. EOD Prices
BSE/BOM501425,Bombay Burmah Trading Corp.ltd. EOD Prices
BSE/BOM501430,Bombay Cycle & Motor Agency Ltd. EOD Prices
BSE/BOM501455,Greaves Cotton Ltd. EOD Prices
BSE/BOM501471,Mack Trading Co.ltd. EOD Prices
BSE/BOM501473,Malabar Trading Co.ltd. EOD Prices
BSE/BOM501477,Muller & Phipps (india) Ltd. EOD Prices
BSE/BOM501482,Parekh Distributors Ltd. EOD Prices
BSE/BOM501622,Amalgamated Electricity Co.ltd. EOD Prices
BSE/BOM501630,Anand Projects Ltd EOD Prices
BSE/BOM501700,Indianivesh Ltd. EOD Prices
BSE/BOM501756,Thana Electric Supply Co.ltd. EOD Prices
BSE/BOM501827,Central Provinces Railways Co.ltd. EOD Prices
BSE/BOM501831,Coastal Corporation Ltd. EOD Prices
BSE/BOM501833,Chowgule Steamships Ltd. EOD Prices
BSE/BOM501848,Global Offshore Services Ltd.-$ EOD Prices
BSE/BOM501945,Dhenu Buildcon Infra Ltd. EOD Prices
BSE/BOM502015,Associated Stone Industries (kotah) Ltd. EOD Prices
BSE/BOM502090,Sagar Cements Ltd.-$ EOD Prices
BSE/BOM502137,Deccan Cements Ltd.-$ EOD Prices
BSE/BOM502150,Kalyanpur Cements Ltd. EOD Prices
BSE/BOM502157,Mangalam Cement Ltd. EOD Prices
BSE/BOM502165,Ocl India Ltd. EOD Prices
BSE/BOM502168,Ncl Industries Ltd.-$ EOD Prices
BSE/BOM502175,Saurashtra Cement Ltd. EOD Prices
BSE/BOM502180,Shree Digvijay Cement Co.ltd.-$ EOD Prices
BSE/BOM502216,Bombay Potteries & Tiles Ltd. EOD Prices
BSE/BOM502219,Borosil Glass Works Ltd. EOD Prices
BSE/BOM502223,Excel Glasses Ltd. EOD Prices
BSE/BOM502250,Marathwada Refractories Ltd. EOD Prices
BSE/BOM502271,Raasi Refractories Ltd.-$ EOD Prices
BSE/BOM502281,Triveni Glass Ltd.-$ EOD Prices
BSE/BOM502294,Nilachal Refractories Ltd. EOD Prices
BSE/BOM502330,International Paper Appm Limited EOD Prices
BSE/BOM502352,Aurangabad Paper Mills Ltd. EOD Prices
BSE/BOM502355,Balkrishna Industries Ltd.-$ EOD Prices
BSE/BOM502405,Mysore Paper Mills Ltd. EOD Prices
BSE/BOM502407,Nath Pulp & Paper Mills Ltd. EOD Prices
BSE/BOM502420,Orient Paper & Industries Ltd. EOD Prices
BSE/BOM502445,Citadel Realty And Developers Ltd. EOD Prices
BSE/BOM502448,Rollatainers Ltd. EOD Prices
BSE/BOM502450,Seshasayee Paper & Boards Ltd. EOD Prices
BSE/BOM502455,Sirpur Paper Mills Ltd. EOD Prices
BSE/BOM502460,Solid Containers Ltd. EOD Prices
BSE/BOM502465,Speciality Papers Ltd. EOD Prices
BSE/BOM502473,Relson India Ltd. EOD Prices
BSE/BOM502563,Shree Bhawani Paper Mills Ltd. EOD Prices
BSE/BOM502587,Rama Pulp & Papers Ltd. EOD Prices
BSE/BOM502589,Vapi Paper Mills Ltd. EOD Prices
BSE/BOM502742,Sintex Industries Ltd. EOD Prices
BSE/BOM502761,Blue Blends (india) Ltd EOD Prices
BSE/BOM502820,Dcm Ltd. EOD Prices
BSE/BOM502850,Gaekwar Mills Ltd. EOD Prices
BSE/BOM502865,Forbes & Company Ltd.-$ EOD Prices
BSE/BOM502873,H.p.cotton Textile Mills Ltd. EOD Prices
BSE/BOM502893,United Interactive Ltd. EOD Prices
BSE/BOM502901,Jamshri Ranjitsinghji Spg. & Wvg. Mills Co.ltd.-$ EOD Prices
BSE/BOM502933,Katare Spinning Mills Ltd. EOD Prices
BSE/BOM502937,Kesoram Industries Ltd. EOD Prices
BSE/BOM502958,Lakshmi Mills Company Ltd.-$ EOD Prices
BSE/BOM502986,Vardhman Textiles Ltd. EOD Prices
BSE/BOM502995,Malwa Cotton Spinning Mills Ltd. EOD Prices
BSE/BOM503015,Modern India Ltd.-$ EOD Prices
BSE/BOM503031,Peninsula Land Ltd. EOD Prices
BSE/BOM503100,The Phoenix Mills Ltd EOD Prices
BSE/BOM503092,Pasupati Spg.& Wvg.mills Ltd. EOD Prices
BSE/BOM503101,Marathon Nextgen Realty Ltd. EOD Prices
BSE/BOM503127,Raja Bahadur International Ltd. EOD Prices
BSE/BOM503162,Reliance Chemotex Industries Ltd.-$ EOD Prices
BSE/BOM503169,Ruby Mills Ltd. EOD Prices
BSE/BOM503205,Shree Ram Urban Infrastructure Ltd. EOD Prices
BSE/BOM503229,Simplex Realty Ltd. EOD Prices
BSE/BOM503310,Swan Energy Ltd. EOD Prices
BSE/BOM503349,Victoria Mills Ltd. EOD Prices
BSE/BOM503624,Svaraj Trading & Agencies Ltd. EOD Prices
BSE/BOM503630,Shell Infotech Ltd. EOD Prices
BSE/BOM503635,Shree Salasar Investment Ltd. EOD Prices
BSE/BOM503637,Dhanleela Investments & Trading Company Ltd. EOD Prices
BSE/BOM503641,Zodiac Ventures Limited EOD Prices
BSE/BOM503657,Veer Energy & Infrastructure Ltd. EOD Prices
BSE/BOM503659,Sw Investments Ltd EOD Prices
BSE/BOM503663,Tilak Ventures Ltd EOD Prices
BSE/BOM503669,K K Fincorp Limited EOD Prices
BSE/BOM503675,Wagend Infra Venture Limited EOD Prices
BSE/BOM503681,Elcid Investments Ltd. EOD Prices
BSE/BOM503685,Mediaone Global Entertainment Ltd. EOD Prices
BSE/BOM503689,Healthy Investments Ltd. EOD Prices
BSE/BOM503691,Sahara One Media & Entertainment Ltd.-$ EOD Prices
BSE/BOM503699,Geodesic Ltd. EOD Prices
BSE/BOM503722,Banswara Syntex Ltd.-$ EOD Prices
BSE/BOM503772,Modella Woollens Ltd. EOD Prices
BSE/BOM503776,Modipon Ltd. EOD Prices
BSE/BOM503780,Nrc Ltd. EOD Prices
BSE/BOM503796,Digjam Ltd. EOD Prices
BSE/BOM503804,Shri Dinesh Mills Ltd.-$ EOD Prices
BSE/BOM503806,Srf Ltd. EOD Prices
BSE/BOM503811,Siyaram Silk Mills Ltd.-$ EOD Prices
BSE/BOM503816,Swadeshi Polytex Ltd. EOD Prices
BSE/BOM503823,Birla Transasia Carpets Ltd. EOD Prices
BSE/BOM503831,Fomento Resorts & Hotels Ltd. EOD Prices
BSE/BOM503837,Shree Rajasthan Syntex Ltd.-$ EOD Prices
BSE/BOM503863,Shree Manufacturing Co.ltd. EOD Prices
BSE/BOM503873,Priyadarshini Spinning Mills Ltd. EOD Prices
BSE/BOM503881,Hind Syntex Ltd. EOD Prices
BSE/BOM503893,Satyam Silk Mills Ltd. EOD Prices
BSE/BOM503940,Asian Electronics Ltd. EOD Prices
BSE/BOM503960,Bharat Bijlee Ltd.-$ EOD Prices
BSE/BOM504000,Elpro International Ltd. EOD Prices
BSE/BOM504008,Emco Ltd.-$ EOD Prices
BSE/BOM504028,Gee Ltd. EOD Prices
BSE/BOM504036,Hind Rectifiers Ltd. EOD Prices
BSE/BOM504058,Indo-national Ltd. EOD Prices
BSE/BOM504067,Zensar Technologies Ltd. EOD Prices
BSE/BOM504076,Jyoti Ltd.-$ EOD Prices
BSE/BOM504080,Jsl Industries Ltd. EOD Prices
BSE/BOM504084,Kaycee Industries Ltd. EOD Prices
BSE/BOM504092,Indokem Ltd. EOD Prices
BSE/BOM504093,Panasonic Energy India Company Ltd.-$ EOD Prices
BSE/BOM504112,Nelco Ltd. EOD Prices
BSE/BOM504132,Permanent Magnets Ltd.-$ EOD Prices
BSE/BOM504176,High Energy Batteries (india) Ltd. EOD Prices
BSE/BOM504180,Standard Batteries Ltd. EOD Prices
